filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00072.au,0.3069283150517413,0.10391392558813095,2595.538006098765,2519.2961185904487,5660.407438957285,0.12924562814434984,-118.66523125083432,87.60096010389152,6.563413945587344,45.09428660551174,-38.903450691105085,20.815968686524513,-26.852989638132254,13.791710342905217,-17.234160564741273,5.104991338055783,-15.70542154046101,3.9784131228505686,-27.542308504345485,3.050489122540582,-15.946973703072645,10.868559857889656,-12.646966404062638,2.8207477958042797,-13.337095195645734,-4.375538990222346,blues
blues.00044.au,0.3902117592436606,0.13627609610557556,2279.124557649563,2375.102119678053,5198.360232893528,0.09257049088138544,-109.50928548560378,86.9224057614579,-8.60798594556248,64.49455744162063,-6.304126354895567,43.63951501904791,-8.286753258643442,28.54610878664658,-14.079792963612052,8.12503971592964,-21.49140138329744,11.087480182341677,-5.085793670833182,3.976359408392922,-12.859741293754427,12.343857417148586,0.02621694079062551,-0.7415697239759419,-5.12661929004516,3.303440559957688,blues
blues.00038.au,0.2658831769881305,0.16814498603343964,1513.4221069919352,2140.606778903436,3449.6791402621902,0.044378038530379256,-192.6671869119957,111.19077445647572,21.372723136992196,26.39834101480603,-0.6461218346722325,23.486736264841802,-25.464551159323754,16.93773145080493,-16.97705475684422,5.788635602219011,-25.730206174167943,-5.0447266901496,-17.631819780502195,-7.921687072240905,-15.152404027845863,-12.342545621243039,-17.22776515179891,-7.771727770221051,-13.033960620180778,-17.94574999719673,blues
blues.00003.au,0.40477900205935147,0.14119118452072144,1070.1199533246042,1596.3339477626816,2185.028454098539,0.03330894446594427,-199.4311443622731,150.0992177925424,5.647594315988093,26.871927453199177,1.75446257350835,14.23834423106636,-4.830882173320006,9.297965261251443,-0.7577411657573524,8.14901219072634,-3.1963135372049125,6.087675942506243,-2.476420488651151,-1.0738903951531713,-2.8747774091162723,0.7809762925870127,-3.3169321908693226,0.6379808733561015,-0.6196898234783066,-3.4082332454719992,blues
blues.00078.au,0.41418846540886106,0.25805237889289856,2333.685107801082,2227.4256088265315,4942.811778160071,0.12386319659442724,-2.5243385319434375,101.2527150420316,-33.92438500638482,41.516890812995264,-13.804996433314969,31.91987190249214,-21.86482125765911,24.458441112163932,-15.880979713076298,15.789354294622022,-14.366656320446204,12.506608235035118,-13.36882299062,6.11281731000999,-9.065890669875646,5.0337732275603715,-11.330277590699337,3.1665337025674836,-4.567591469849119,-4.033622762728779,blues
blues.00019.au,0.25725933452325717,0.0976724699139595,1195.4116396780198,1481.2842588449469,2234.878152664232,0.05887114817143963,-236.66534023125573,138.40905709839961,-4.903461529432489,47.62458245520507,5.179255781167524,8.879489246357975,0.5071054778658659,-3.818273539489226,-14.977520288343268,10.42042596996878,-0.3511816443141871,0.7778293703530406,1.7773061497837663,4.235422613053339,-0.46335071496965186,-6.10569345003958,-5.3823819614052075,-1.3375862475512974,-3.719717449829062,-4.35315415746229,blues
blues.00057.au,0.4242836306804152,0.17592035233974457,1886.6836192756332,1913.2246226414609,3828.101851991825,0.08992387045278638,-92.74798143932041,115.33952720805895,-35.06427174203655,57.861556893152525,1.8450910748358804,26.616611425349937,-14.55245329262239,22.133254649676864,-8.209146077437246,11.01595096159072,-5.64360036305291,7.277173916674678,-10.205973402491471,1.3321753208536171,-4.105897395608673,0.978302498122857,-6.553786837184747,-0.6825120741693989,-2.1268264949005484,-1.5182432349164712,blues
blues.00029.au,0.2804564550451548,0.12471523135900497,1649.2937714648351,2190.248305756796,3761.42725516399,0.05292636174535604,-233.72459052804177,101.18359507309684,17.650271830019868,23.734355068188968,2.079372161947265,25.940292631466523,-16.96770950159083,15.094173082574772,-22.278787807933348,4.400507331760506,-23.20163671716325,-6.04612706331896,-5.065351166163864,1.0731726892555584,-5.780491662886344,-8.305595503989217,-11.386346086098403,-6.72531589950699,-10.027706722995319,-14.03526911740462,blues
blues.00009.au,0.27400923057047744,0.08135201781988144,1817.5163862399393,1973.7390701415943,3944.451148443547,0.0792153184258901,-213.18080309588956,115.15279374838548,-11.716264408856679,39.02947022028386,-20.35275537664395,13.082403820453807,-9.17348096542766,9.01614794956253,-14.097913519808952,4.278177138808927,-6.03959354413079,3.784770210521138,0.2256685474154377,-5.113638410106274,-0.4130633469271158,-1.1845383439964539,-1.92071430792845,-2.2937284688504187,2.891266392767571,-4.2332043242024335,blues
blues.00092.au,0.3910098866187971,0.06308465451002121,918.4054526566998,1437.6091894262506,1599.673660325561,0.03231802075270898,-332.4823359764412,128.042922358287,28.936692187255304,41.82835318160136,31.281250310170986,23.35307738879551,5.816310030351989,8.992064662650684,-3.8466272330672804,3.733483612509553,-0.858986722330528,-0.42421746570656016,1.4956102360907884,-1.5557738163816235,-0.8370871365312912,2.156455238803126,-3.899822729250572,-4.198856852268571,-5.930101937597733,-3.434428579473379,blues
blues.00043.au,0.3990254820962196,0.1273106336593628,2155.6549226375455,2372.4036041416352,5012.019693002612,0.08716538373161764,-109.1653551094614,100.62150013173598,-8.614720855067292,47.35847504208028,-6.555959814324401,39.613614884535934,-8.518134348526631,29.56467246561322,-16.575961527857103,13.16563436770191,-24.2097934307075,6.585774058064747,-8.642620994704048,4.912258600190216,-15.442803770843774,1.5387503660590078,-6.732474384169309,1.417774069864476,-3.9617504697981283,3.2874602683449208,blues
blues.00084.au,0.3962583163207624,0.2352380007505417,2061.1507350613706,2085.1594475651855,4221.149475286619,0.11339689555921052,-38.96594076550617,112.03984269768007,-31.817035125846562,38.24083516736787,-6.320413491128738,23.331537435976568,-18.7784559310038,23.93179556886026,-10.936107685065345,13.2338513171084,-14.381296095978191,13.327048771606925,-10.921601854236066,9.795614615716632,-5.031276930806519,7.200982009913232,-6.7549691370876666,2.663611617925981,-4.380429791225665,0.41405470735703004,blues
blues.00065.au,0.2927299023543669,0.10035958141088486,2816.676938173266,2372.1646427132314,5614.4493835260255,0.14631846519446595,-118.33351069120934,74.85385190399947,-19.8583689127561,46.94158489783113,-32.549699225708544,23.827167538066618,-26.361835712407238,17.685263477300406,-13.811254638579017,11.941498373998014,-17.87651632243931,7.544859675187729,-22.88893642811273,4.759724017160795,-12.791630356177023,5.608855185556169,-14.725109907781171,6.684452420675845,-9.159456438988109,-2.2437755606083685,blues
blues.00032.au,0.2763171630423695,0.10123354941606522,1309.4245640139252,1882.9193674570267,2764.099952532411,0.03939318583107585,-288.8017131368415,105.89961685596417,18.791320298160805,23.688490498447045,5.705110927252023,25.549155928121678,-13.467205599740424,12.424733455503047,-11.943819071497668,1.5754990581090131,-15.636262712984184,-6.665246966000341,-11.718800419786465,-2.9523383030907606,-7.380499910591453,-15.693589315451064,-10.958547670197557,-10.877396002372738,-18.504187609668655,-19.110741495170064,blues
blues.00026.au,0.2784844616742252,0.07697049528360367,1198.6076653608022,1573.3089743924024,2478.3766802619484,0.051987591911764705,-284.81950384065556,108.78562772693599,9.131956126420548,51.259029998309416,18.111256095314403,7.621316893911893,8.781746680665844,2.372426025919734,0.011786518295001835,2.2504167617105937,4.2002780293803,-3.3037346312376124,1.6015607122469753,2.660516563181821,3.323454744053178,3.258919758557873,-4.551105988944879,0.49384497352911216,5.937065625981837,3.2315442819782474,blues
blues.00066.au,0.3747097195357098,0.11049626022577286,2340.4328733825514,2256.538115173274,4972.503265286377,0.1217751517753483,-116.5174018581056,97.4302790804531,-13.880190789238995,48.96675901162066,-22.582243520212746,27.75396929852819,-20.228649533830435,18.630770428490482,-14.64288400495541,8.473100381565843,-16.644654994868816,10.998190322521552,-13.861800778318857,9.735367421738996,-5.0894880045053625,2.6346379300003444,-9.883816292692673,6.159058834881354,-7.682607918918069,-4.852478816859322,blues
blues.00025.au,0.2909484345848451,0.0892222598195076,1109.5696272816494,1463.2881312997417,2243.569766773897,0.05172493288022446,-249.28199585886327,130.99792431581645,0.6654350086970756,66.69611478942306,17.905894522180354,4.622959839703025,6.610036443422714,1.245375534325453,1.4191747104987096,-1.5842925240640404,-0.9741593094430593,-3.575064543333747,-2.9269146893780125,4.598685626747695,7.478114825592707,-0.17876957417481,-2.818857418351514,-2.6676363663681677,0.7516670979000218,-0.5331793283480132,blues
blues.00017.au,0.3020962854145453,0.09328154474496841,1088.6981660809786,1410.9479544080618,2134.41209350208,0.04832397083010836,-245.75642816350836,140.4859275954566,-2.7647719436247025,60.43620732035535,18.937945569191246,9.833542166253809,3.563888694651469,0.5326863171367778,-16.372239592363346,6.630079272025859,7.268407750942874,-4.008892640768964,1.6082538304226222,5.899378513477906,-3.022785164297696,-4.7729903411368,-3.025786801070868,-1.993939019035013,-0.055458802810765304,-3.9753497543728575,blues
blues.00034.au,0.26224846375348165,0.13593898713588715,1536.7830758847163,2157.1380999035623,3601.0282250749806,0.04570040392801858,-217.2112173573258,105.79117550447114,15.618613884371886,25.263060306594262,-1.4379981397647401,30.195394893459614,-17.713642887555018,17.321499486119766,-27.209539999466458,4.339828529860892,-20.06342932588579,-10.695904806862021,-14.224882285785386,-5.156212417472203,-3.4715782473424475,-6.1842787022039065,-15.32531986452757,-6.845779164395496,-9.828355215316734,-13.941391981806206,blues
blues.00033.au,0.26066874230918424,0.13316480815410614,1430.582003472632,2075.602343498586,3246.730367465654,0.04196988982681889,-239.01091485549196,108.66921779727488,34.14935028999654,30.24279361037444,-0.47099684214724846,27.29651601458072,-21.38908541458174,14.155846851787649,-24.505631255310373,-1.8768195540234727,-28.052264818618937,-11.258263386628549,-16.4841010874191,-7.636356814881111,-12.79629066986283,-15.352031148833754,-13.73228239837771,-7.400161033381777,-10.083954356992576,-13.28513958948002,blues
blues.00045.au,0.4295108796739741,0.14836564660072327,1739.0196209456465,2290.401738921507,4551.155813116777,0.048051863631965945,-163.21114108904186,89.79104084986243,12.979256481234641,80.69127283002801,3.660786588656376,39.7419761845291,-5.403829843814839,26.500495756948215,-13.160738948852797,2.710211418802556,-20.552354288852705,6.008638715394707,-2.910059391483796,-0.4346128708206699,-17.545473686464216,4.154533096463562,-5.990226377954047,-7.860422978167287,-8.565095957618123,1.857710812219247,blues
blues.00067.au,0.3379221685307678,0.12909626960754395,2258.538418665696,2176.031189289768,4755.429577901267,0.11276500217685759,-95.4244227767093,101.36865217103386,-20.682496525429023,48.65547563178834,-30.258639177931624,20.80252650661355,-18.30375828616648,14.134916538755013,-12.787579695314081,13.433700797320617,-14.072366575835014,7.723720643041416,-19.22414898813113,2.8563719342547547,-9.809445014581913,6.911755575153527,-11.303163834042888,8.940704316986402,-2.959638893321985,-0.9754280541750479,blues
blues.00091.au,0.4219218792692933,0.09940469264984131,991.1644174915215,1396.523685796201,1943.1215835429566,0.03605269204721362,-236.36098848313782,161.69741593882927,-1.135944007407365,27.27111808075621,9.595981745459653,20.604885046091432,0.2419013778218248,13.790566466917323,-0.4959271507969679,10.182138127862263,-4.452853650920806,5.509446463369779,-3.7133260227914486,-0.8954964198426687,-4.900800964227283,-2.8668248011791206,-3.761341711285784,-3.3457080459233333,-2.4103498670810506,-3.780144726685831,blues
blues.00011.au,0.36713747003848557,0.06571295857429504,1353.2604615658554,1757.2309414323688,2882.224238251016,0.04395891785990712,-287.9149645638209,123.98006414519074,5.459753808794275,33.678088575289024,1.0919169771833626,14.704469971143732,-4.898551939615784,8.654900476646334,0.7840488655723141,6.570926677164255,-4.8786577888366836,-3.180865888213951,-5.556420329673008,-6.78962654029927,-2.6446395719062816,-2.9849269531104152,-3.3852014902293646,-1.8563900119752446,1.8361506773672631,-4.897419816451059,blues
blues.00079.au,0.4214945378527417,0.2708703279495239,2443.2982076738144,2358.443292548332,5267.60148086784,0.12473545133513932,-3.528043318614145,92.91431752780775,-25.11040055252445,45.17769957343425,-10.861859216135617,31.854361915414202,-18.0493321323378,28.619510367921617,-10.224033257900981,14.666930662813751,-14.899713644531845,14.74299501137968,-15.600666195535437,9.548171711470552,-14.78873519256188,2.067855622351627,-13.82113270482792,3.5636161470975503,-5.965994838895142,-1.6499979030521499,blues
blues.00096.au,0.26057377866606124,0.05134931951761246,1132.3406288744395,1582.4920466586439,2065.4791769966623,0.048313766810178016,-314.58280924083414,139.92674113915803,11.865851290232923,30.113314332218994,-7.54976352406895,14.914179018343933,-2.6995623693941946,6.707929959555148,-6.391600672327112,2.8193500947557335,-11.715413542679286,2.0774795944273983,-11.442501484309155,-9.504389523164676,-15.185494858648738,-9.355572388070268,-5.67277147394715,1.564771999129137,0.890935738876942,-7.960376499642333,blues
blues.00093.au,0.37769044494973586,0.06590629369020462,569.9307210492651,995.4071254154082,927.4277253047601,0.021700549051857584,-350.43620437674775,169.54575246767908,31.82037204204468,16.68283599611739,28.710146991219442,19.256975148381592,7.863395228025491,10.036764173214786,4.7351064415598465,2.907466130461865,3.9155526165943098,1.8216896579931465,-5.9708916265045096,-5.259567525651273,-0.229210749586906,-1.7768505278694282,-3.713751193386575,0.18159019462278062,2.0723901154544087,-2.8962245700126488,blues
blues.00062.au,0.31178044985632786,0.10624004900455475,2279.895452717577,2119.7260567369476,4732.338050865906,0.11714895148026316,-144.967922343433,95.72647689166634,-21.59864849282693,49.62574587827268,-29.884745802257402,29.353170323750877,-18.844487747551316,17.877581296986133,-9.666900084599948,5.505879051187146,-9.546326631784513,6.365178666282585,-21.083878801168098,2.45276367750068,-9.533539249011643,-1.4226504083253162,-9.327805558196305,5.136749813336967,-8.103219343127003,-2.4450269832059885,blues
blues.00008.au,0.409037127504873,0.1424380987882614,1719.2131626636947,2031.643883581744,3781.318801549197,0.06402757957623839,-121.36102354973461,122.51311584398766,-14.742129686012193,46.14344435366142,-8.165333684874646,20.176526228842476,-19.1724784245114,23.055616742537772,-11.83050252460447,21.177008825261446,-6.721190455458151,7.0109449301672635,-12.741833015324701,5.066004868201843,-5.175477933017078,-1.4440245964766545,-7.037070159027241,2.69745118426121,3.409808578735633,-2.6983528331802327,blues
blues.00099.au,0.3702786513903694,0.10506082326173782,1538.8173375009883,1703.507382291485,3175.272466228473,0.07479924535603716,-177.16586400186156,136.2215940550558,-26.915181391283767,36.37628986842186,-18.760828392215007,20.909632603996233,-1.7780920874883461,3.013011799788822,-5.600873481152791,5.6384678695584265,-8.117090853515158,5.642527762791194,-10.790227516311274,-2.4162640742218477,-6.9436105091450955,-2.5072384869534012,-5.203642448934396,-3.407661220227611,-3.2465021754544123,-2.6818205042011716,blues
blues.00014.au,0.3291627346813485,0.06698053330183029,1172.0656952451861,1705.8175015242066,2344.952487059791,0.045045834945820436,-305.70518720508653,113.060911380165,12.118722613682626,45.03000324394117,17.769759373267675,14.57991675167697,4.166733601942122,0.22527315475322165,-7.021746776226756,13.644271539845578,8.934528985061203,1.298478063247148,5.9544777643514335,8.543866905796472,1.1176637458071021,0.5915586716558381,0.05747391136680936,-3.712341582790395,-1.0044480623130823,-1.8024338511470968,blues
blues.00054.au,0.4527283552313722,0.200888529419899,2030.4852237516186,1987.3204157951138,4062.942098611649,0.10338599615421827,-57.978792230224364,108.98911148539267,-36.20019724316261,64.03285673342829,1.4546824403806426,26.30075192444128,-17.470224904613833,20.423563845043354,-9.526500348035396,18.171870037744164,-6.047028763514779,13.862625233896257,-11.287123226542645,4.663285943262,-6.388997599209282,3.2137749418777948,-8.078659406943228,-1.723661948369715,-5.422674765193046,-2.5823661694020474,blues
blues.00031.au,0.25348710245505335,0.15157076716423035,1331.0739701050647,1973.6434372895203,2900.174129710478,0.04296723829334365,-221.80254934934018,110.84307046546753,18.6209835841637,30.922996400329236,3.2913296393429587,22.58744674735365,-20.418302565536205,12.120994913961425,-26.347956227007884,-4.356270118802438,-26.40667424223017,-13.037723437883553,-12.65222769694683,-1.821905314451639,-7.2600966425673645,-6.660251774233229,-14.682693515387957,-11.719263564296815,-11.025216212247594,-13.387260054984512,blues
blues.00046.au,0.38785121227293007,0.10258235037326813,1912.506881317723,2361.474653231124,4776.86278163095,0.05842595056114551,-182.638290837734,90.67679749092407,14.119084882814066,67.54982641242854,2.6932138165215393,38.430528566046995,-8.410898355050222,24.12744625680702,-13.781990671217471,4.835996282733278,-16.682030861965963,5.8117084757782065,-5.1495334297204876,0.19298436466712707,-14.480762258928154,6.862883769947925,-4.442362143165911,-2.9868888702353424,-4.816248176231086,5.400324815259467,blues
blues.00010.au,0.30395448936942165,0.14293913543224335,1410.4690961427957,1512.6209828983215,2767.2749333337365,0.06298072271671827,-173.7075136867027,137.15639999555626,-23.7665166944086,26.98936979132115,-16.668420361369574,4.198449425639019,-12.566629365114618,5.834842541260563,-2.8817357118345392,-1.2086811836209421,-1.9657358608084838,1.8005347798198723,-2.988374411961691,-1.869388682072516,-0.800155411039755,-3.0237824629946646,-0.445196068711128,-1.9982281112765665,-0.7435988636496036,-4.986112490358128,blues
blues.00002.au,0.363602838496103,0.17557303607463837,1552.4819582458867,1747.1659849613077,3040.514947755418,0.07630074799245357,-90.75439379121194,140.45990690263864,-29.10996528793778,31.68901439805488,-13.987036007376677,25.754761159221772,-13.649585904668193,11.629270996426806,-11.780588908638652,9.706442349683366,-13.123111443400685,5.789264864718009,-8.90522443403181,-1.0837199898621988,-9.2183588970385,2.455805229778316,-7.726901333052281,-1.8157238511274956,-3.433434271765603,-2.2268214410310225,blues
blues.00018.au,0.2699292970759332,0.07967271655797958,1537.6571825463045,2054.779113106222,3495.653862259336,0.056131935710139316,-252.53398559412642,104.92748505731959,15.35357798401488,42.656637885265205,6.778398708469304,21.61889401819558,-1.2996833760572557,5.684368708833905,-16.614657210136222,12.166093622186912,-1.9533079054771643,1.9605571006718252,-0.8814347619109227,7.7786041613653385,2.390254534942955,1.774140126856772,1.3393171787311413,3.6306987557780137,4.910860144662208,-2.651944267458681,blues
blues.00087.au,0.33677309337358097,0.158098042011261,1442.1902705792922,1870.5341550882322,3083.4146883465555,0.050889337025928794,-155.50493069895066,125.63885707999117,1.596554065300431,45.80452250057301,0.9007794017439215,25.3675634860124,-10.787496024547833,15.566380309689222,-11.920467794302134,1.2644403562837752,-6.649819496197034,-0.7928936271400152,-7.748056921622583,0.41354782453740746,-7.030261896315096,3.997678134632383,-6.256611730367462,0.9582261938465683,2.019821805951159,-5.7421888425949845,blues
blues.00001.au,0.3409831616280062,0.09591842442750931,1529.8353159300757,2038.617578969221,3548.8202074363876,0.056044256724071206,-207.5567959584134,124.00671718798907,8.930561658882072,35.8746844809312,2.9160377216746487,21.523724844956494,-8.554703081545176,23.358672450147157,-10.103616358929084,11.903743520041866,-5.560387184424063,5.376802045265041,-2.239119327621652,4.216963081367921,-6.012273272105527,0.9361085469011241,-0.7165368469495231,0.29387517328195273,-0.2874306648121586,0.5315729228628573,blues
blues.00089.au,0.34855347588253516,0.052862491458654404,798.2661855621562,1285.201240387021,1453.8828752358263,0.025639678671633127,-347.0169409963525,139.2704822655448,24.17441874864508,22.193823415739928,18.695712068529488,11.665296995992653,9.036069116244956,6.951592555491583,-2.015198863046086,5.42616914538812,1.6759134757059688,-2.3495831119655954,3.1972951254047217,0.6887283924660124,-3.091588313060592,-2.107178683781156,-2.213318461778382,-4.577963046656287,-4.726822906056694,0.06600305141512422,blues
blues.00049.au,0.2774835020734303,0.08860692381858826,1318.6568216818664,1904.761177180381,3046.6815771333204,0.03997292533378483,-255.96577397777665,110.8230464326354,21.505215110452003,67.57123260786811,4.299803690730507,43.10545616317174,-4.507724737764421,10.423532780409394,-8.69432711966024,1.6581493329762091,-20.593154834261085,-2.4429289138548973,-7.130864679189178,-11.163916774844308,-12.609407832203486,2.742009426260186,-8.948849378803775,-7.940728065481833,-2.344156620461896,-0.7056062335341726,blues
blues.00056.au,0.3910586048908631,0.13772834837436676,1811.0760835832946,2052.3325634591984,3927.8095824061534,0.07547951335139319,-145.43456756366888,102.82902343171612,-12.517677046878706,56.993472479205856,2.2713473143903524,26.591401689632708,-4.274803265249229,17.338809375939622,-7.985592904458899,15.235426849475722,-6.934599487150008,7.457217935902641,-10.470444040371126,-2.3604833961435436,-6.783623499969429,2.671134086184017,-4.760879374649032,-0.949004850705792,0.024832052653457854,-2.005314621169764,blues
blues.00000.au,0.3499431970389889,0.13022463023662567,1784.4204464946642,2002.6501916232642,3806.4853160373937,0.08306639113293343,-113.5967421787754,121.55730196553871,-19.158824574192572,42.351028761460356,-6.376457093993789,18.61887471034815,-13.697910860170115,15.344630200831624,-12.285265747087777,10.980490823454828,-8.324323400509186,8.81066833208501,-3.6673674323082706,5.751690395008693,-5.162761370348357,0.7509466000625327,-1.6919372551338625,-0.40995369318663927,-2.300208093109955,1.219928131251097,blues
